,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,date,time,temp (c),pressure,hummidity,gas
0,0,0,0,0,0,05/04/2023,21:25:46,18.7565625,980.483187570156,61.39152285853497,1062.0
1,1,1,1,1,1,05/04/2023,21:26:03,18.7395703125,980.4952198462952,60.98617525787522,806.0
2,2,2,2,2,2,05/04/2023,21:26:15,18.7243359375,980.4768772527016,60.89826242948859,679.0
3,3,3,3,3,3,05/04/2023,21:26:28,18.7141796875,980.5134249719076,60.8770460747906,601.0
4,4,4,4,4,4,05/04/2023,21:26:33,18.728046875,980.502919878871,60.799870024645806,568.0
5,5,5,5,5,5,05/04/2023,21:26:33,18.9753125,980.5293475045572,60.841290199912294,568.0
6,6,6,6,6,6,05/04/2023,21:26:35,18.7876171875,980.5008756531436,60.66983807690184,568.0
7,7,7,7,7,7,05/04/2023,21:27:02,18.755390625,980.5278270984044,60.863062015517315,568.0
8,8,8,8,8,8,05/04/2023,21:27:32,18.7497265625,980.4919276184164,61.04040640633204,568.0
9,9,9,9,9,9,05/04/2023,21:27:51,18.7641796875,980.508987904194,60.7456236097851,568.0
10,10,10,10,10,10,05/04/2023,21:27:58,18.76984375,980.485021095042,60.53561309991088,568.0
11,11,11,11,11,11,05/04/2023,21:28:00,18.8051953125,980.5297138092968,60.422083899224354,568.0
12,12,12,12,12,12,05/04/2023,21:28:02,18.8501171875,980.523579908905,60.3428415345222,568.0
13,13,13,13,13,13,05/04/2023,21:28:32,18.7723828125,980.542401852518,60.61499594392426,568.0
14,14,14,14,14,14,05/04/2023,21:29:02,18.7712109375,980.5537830123296,61.30765338139844,568.0
15,15,15,15,15,15,05/04/2023,21:29:32,18.776875,980.5298161233114,60.7869602453898,568.0
16,16,16,16,16,16,05/04/2023,21:30:02,18.7907421875,980.5326108038382,60.66368842194184,568.0
17,17,17,17,17,17,05/04/2023,21:30:32,18.8034375,980.5201777519658,60.60618220951748,568.0
18,18,18,18,18,18,05/04/2023,21:31:02,18.8184765625,980.5581552145092,60.64123152465813,568.0
19,19,19,19,19,19,05/04/2023,21:31:32,18.8204296875,980.52144505806,60.57563613031136,568.0
20,20,20,20,20,20,05/04/2023,21:32:02,18.8337109375,980.5831488517312,60.44582350733495,568.0
21,21,21,21,21,21,05/04/2023,21:32:32,18.8591015625,980.5316659108878,60.3046326460374,568.0
